273.137071971,280.417282297,-7.280210326,7.280210326,0
367.554490373,363.008589852,4.545900521,4.545900521,1
362.055775755,324.043560799,38.012214956,38.012214956,1
319.834003785,319.687564992,0.146438793,0.146438793,1
143.695986026,142.29094184,1.405044186,1.405044186,1
423.361343983,433.352021488,-9.990677505,9.990677505,0
318.3944729,332.630722052,-14.236249152,14.236249152,0
279.185721195,268.70159344,10.484127755,10.484127755,1
470.289366315,498.747572563,-28.458206248,28.458206248,0
266.121601814,313.81878745,-47.697185636,47.697185636,0
265.909612787,264.091261233,1.818351554,1.818351554,1
371.090763687,366.357940571,4.732823116,4.732823116,1
234.220994861,231.175157545,3.045837316,3.045837316,1
285.325825681,283.561291173,1.764534508,1.764534508,1
393.625234399,404.407447505,-10.782213106,10.782213106,0
313.010761748,314.451934106,-1.441172358,1.441172358,0
247.823919962,252.4639247,-4.640004738,4.640004738,0
325.840268865,333.233945725,-7.39367686,7.39367686,0
407.436978365,406.353671965,1.0833064,1.0833064,1
237.395297264,232.676293981,4.719003283,4.719003283,1
147.086329697,139.022036242,8.064293455,8.064293455,1
305.156589077,300.527611532,4.628977545,4.628977545,1
248.678281848,248.818886863,-0.140605015,0.140605015,0
320.982062775,318.429709648,2.552353127,2.552353127,1
359.838566839,354.31884264,5.519724199,5.519724199,1
257.656293714,249.160768576,8.495525138,8.495525138,1
338.136352139,365.86686586,-27.730513721,27.730513721,0
188.081248725,188.57522795,-0.493979225,0.493979225,0
260.418927584,254.402759733,6.016167851,6.016167851,1
234.883223952,250.688635354,-15.805411402,15.805411402,0
295.180309909,291.891634043,3.288675866,3.288675866,1
258.29795557,285.968883342,-27.670927772,27.670927772,0
325.163083439,349.133274683,-23.970191244,23.970191244,0
351.56157546,369.933609745,-18.372034285,18.372034285,0
246.391388846,237.983607397,8.407781449,8.407781449,1
159.717272545,152.479649077,7.237623468,7.237623468,1
346.48536271,357.846311257,-11.360948547,11.360948547,0
240.200143565,230.987053315,9.21309025,9.21309025,1
282.053551697,288.065774744,-6.012223047,6.012223047,0
294.302518619,302.605894654,-8.303376035,8.303376035,0
307.476227559,330.369392958,-22.893165399,22.893165399,0
244.092564315,243.868932189,0.223632126,0.223632126,1
336.657615991,350.984933148,-14.327317157,14.327317157,0
277.525813446,283.110212365,-5.584398919,5.584398919,0
214.186821328,220.386209018,-6.19938769,6.19938769,0
283.365343928,282.643896033,0.721447895,0.721447895,1
325.697327011,318.61295521,7.084371801,7.084371801,1
321.499736712,354.300824568,-32.801087856,32.801087856,0
357.57861947,361.148226782,-3.569607312,3.569607312,0
183.303755961,200.434527459,-17.130771498,17.130771498,0
323.2199982,322.465595019,0.754403181,0.754403181,1
249.500311897,267.210187843,-17.709875946,17.709875946,0
313.17594178,365.491414105,-52.315472325,52.315472325,0
392.721549318,442.018024331,-49.296475013,49.296475013,0
222.92881433,221.648168295,1.280646035,1.280646035,1
384.240282932,441.60557983,-57.365296898,57.365296898,0
393.868435877,451.473862758,-57.605426881,57.605426881,0
202.890436647,203.55812627,-0.667689623,0.667689623,0
317.300016233,337.651301678,-20.351285445,20.351285445,0
219.905621841,223.271306638,-3.365684797,3.365684797,0
188.385522243,185.677948074,2.707574169,2.707574169,1
236.057087318,254.277823849,-18.220736531,18.220736531,0
360.270687272,326.408674076,33.862013196,33.862013196,1
239.028753708,250.211268393,-11.182514685,11.182514685,0
316.722081641,316.129447635,0.592634006,0.592634006,1
320.748413039,354.912570803,-34.164157764,34.164157764,0
221.072210519,191.852567511,29.219643008,29.219643008,1
241.534811771,235.763616219,5.771195552,5.771195552,1
235.348171982,230.013218136,5.334953846,5.334953846,1
211.808153435,215.056564759,-3.248411324,3.248411324,0
402.31187881,463.995278847,-61.683400037,61.683400037,0
262.713953778,275.167700909,-12.453747131,12.453747131,0
345.541099276,373.117205753,-27.576106477,27.576106477,0
294.883077785,290.42086396,4.462213825,4.462213825,1
262.124980651,251.476743169,10.648237482,10.648237482,1
197.947153164,192.034359777,5.912793387,5.912793387,1
288.001183919,275.503914205,12.497269714,12.497269714,1
167.570405815,180.119938333,-12.549532518,12.549532518,0
391.139230282,418.344997546,-27.205767264,27.205767264,0
282.082207433,306.806214217,-24.724006784,24.724006784,0
279.085174057,272.473710676,6.611463381,6.611463381,1
154.893852796,156.974523245,-2.080670449,2.080670449,0
213.135593475,216.522975331,-3.387381856,3.387381856,0
162.689783831,144.684456327,18.005327504,18.005327504,1
308.439768321,289.746139114,18.693629207,18.693629207,1
119.519515726,117.112868181,2.406647545,2.406647545,1
136.291423191,137.192975061,-0.90155187,0.90155187,0
305.753582271,302.133373478,3.620208793,3.620208793,1
283.262579661,285.697327289,-2.434747628,2.434747628,0
253.58767508,240.321036305,13.266638775,13.266638775,1
129.491024493,130.790429961,-1.299405468,1.299405468,0
