,ID_REF,m2h 1-pvalue,m2h stat,m2h2-pvalue
35679,226423_at,2.88E-11,-7.368151541,5.76E-11
43345,234095_at,4.79E-10,-6.776455641,9.58E-10
16424,206978_at,1.20E-09,-6.57940788,2.41E-09
16437,206991_s_at,1.56E-09,-6.522997752,3.13E-09
16837,207394_at,2.77E-09,-6.39899271,5.54E-09
29428,220144_s_at,2.99E-09,-6.382171807,5.99E-09
38621,229367_s_at,1.09E-08,-6.099255191,2.18E-08
42227,232974_at,1.37E-08,-6.048186682,2.74E-08
43102,233852_at,1.39E-08,-6.044564539,2.78E-08
32654,223377_x_at,1.60E-08,-6.013410684,3.20E-08
29208,219924_s_at,2.12E-08,-5.950809217,4.24E-08
48891,239642_at,2.40E-08,-5.923427782,4.79E-08
6472,1562245_a_at,2.47E-08,-5.916265463,4.95E-08
37325,228071_at,2.49E-08,-5.915144788,4.97E-08
6755,1562697_at,2.60E-08,-5.905072948,5.20E-08
44553,235304_at,2.76E-08,-5.892023207,5.51E-08
5194,1560147_at,3.22E-08,-5.857079308,6.44E-08
30506,221223_x_at,3.81E-08,-5.819003857,7.63E-08
46000,236751_at,4.29E-08,-5.792411503,8.58E-08
8064,1565882_at,4.50E-08,-5.781817381,8.99E-08
52707,243458_at,6.03E-08,-5.715098234,1.21E-07
38060,228806_at,6.07E-08,-5.713779029,1.21E-07
32864,223588_at,7.85E-08,-5.655059114,1.57E-07
28778,219494_at,7.88E-08,-5.654111634,1.58E-07
14851,205404_at,8.00E-08,-5.650699765,1.60E-07
57,1552321_a_at,8.43E-08,-5.638818925,1.69E-07
28019,218735_s_at,8.47E-08,-5.637678402,1.69E-07
50831,241582_at,8.54E-08,-5.635757557,1.71E-07
38618,229364_at,9.15E-08,-5.620121394,1.83E-07
45028,235779_at,9.41E-08,-5.613690994,1.88E-07
36741,227486_at,1.07E-07,-5.584582042,2.14E-07
49111,239862_at,1.09E-07,-5.580311505,2.18E-07
38097,228843_at,1.24E-07,-5.550815353,2.47E-07
44559,235310_at,1.38E-07,-5.525345578,2.76E-07
6756,1562698_x_at,1.39E-07,-5.52305279,2.79E-07
15598,206152_at,1.41E-07,-5.520178085,2.82E-07
33849,224590_at,1.49E-07,-5.507304112,2.99E-07
19768,210370_s_at,2.06E-07,-5.433160446,4.11E-07
22381,213078_x_at,2.09E-07,-5.429411069,4.18E-07
42047,232794_at,2.09E-07,-5.428821156,4.19E-07
16360,206914_at,2.11E-07,-5.426627205,4.23E-07
36925,227671_at,2.14E-07,-5.424057247,4.27E-07
36157,226902_at,2.22E-07,-5.41522179,4.44E-07
50588,241339_at,2.23E-07,-5.414477504,4.45E-07
40846,231592_at,2.24E-07,-5.413568106,4.47E-07
28816,219532_at,2.25E-07,-5.411595817,4.51E-07
39843,230589_at,2.30E-07,-5.406499054,4.61E-07
54323,38918_at,2.37E-07,-5.399635407,4.75E-07
36854,227600_at,2.64E-07,-5.374351229,5.29E-07
44977,235728_at,2.81E-07,-5.359803053,5.63E-07
45832,236583_at,3.09E-07,-5.337817096,6.18E-07
39506,230252_at,3.38E-07,-5.316900093,6.76E-07
23517,214218_s_at,3.39E-07,-5.315928328,6.78E-07
37583,228329_at,3.44E-07,-5.312879766,6.87E-07
40476,231222_at,3.49E-07,-5.30954316,6.97E-07
22618,213317_at,3.94E-07,-5.280451669,7.89E-07
19144,209736_at,4.26E-07,-5.26213194,8.52E-07
36232,226977_at,4.27E-07,-5.261567128,8.54E-07
39682,230428_at,4.35E-07,-5.257055894,8.71E-07
29866,220582_at,4.43E-07,-5.252973755,8.86E-07
35739,226483_at,4.47E-07,-5.25083231,8.94E-07
46956,237707_at,4.54E-07,-5.247023237,9.08E-07
47202,237953_at,5.08E-07,-5.220449323,1.02E-06
23360,214061_at,5.13E-07,-5.218389546,1.03E-06
3440,1557113_at,5.20E-07,-5.215158798,1.04E-06
12592,203144_s_at,5.31E-07,-5.210161521,1.06E-06
28599,219315_s_at,5.34E-07,-5.208615139,1.07E-06
19525,210121_at,5.37E-07,-5.20718303,1.07E-06
23293,213994_s_at,5.52E-07,-5.200815487,1.10E-06
31008,221728_x_at,5.64E-07,-5.195694028,1.13E-06
38109,228855_at,5.67E-07,-5.194201543,1.13E-06
47898,238649_at,6.03E-07,-5.179688575,1.21E-06
38477,229223_at,6.18E-07,-5.173746928,1.24E-06
19221,209815_at,6.49E-07,-5.162312917,1.30E-06
33847,224588_at,7.13E-07,-5.13962285,1.43E-06
40425,231171_at,7.47E-07,-5.128548496,1.49E-06
42478,233226_at,7.69E-07,-5.121617561,1.54E-06
22706,213405_at,7.83E-07,-5.117300187,1.57E-06
52920,243671_at,7.90E-07,-5.11506242,1.58E-06
26767,217482_at,7.96E-07,-5.113348011,1.59E-06
36880,227626_at,8.14E-07,-5.108050978,1.63E-06
52520,243271_at,8.30E-07,-5.103321273,1.66E-06
38162,228908_s_at,8.31E-07,-5.103092535,1.66E-06
44555,235306_at,8.65E-07,-5.093322624,1.73E-06
16774,207330_at,8.88E-07,-5.087046136,1.78E-06
33848,224589_at,8.90E-07,-5.086632535,1.78E-06
26130,216840_s_at,9.12E-07,-5.080716153,1.82E-06
22476,213174_at,9.19E-07,-5.078750487,1.84E-06
47325,238076_at,9.23E-07,-5.077835236,1.85E-06
20093,210711_at,9.39E-07,-5.073676682,1.88E-06
37560,228306_at,1.02E-06,-5.053360906,2.04E-06
39446,230192_at,1.05E-06,-5.047393925,2.09E-06
28527,219243_at,1.13E-06,-5.028657279,2.26E-06
15760,206314_at,1.15E-06,-5.023869084,2.31E-06
38506,229252_at,1.16E-06,-5.023617734,2.31E-06
38421,229167_at,1.16E-06,-5.023231844,2.31E-06
41877,232623_at,1.20E-06,-5.013846087,2.41E-06
28910,219626_at,1.21E-06,-5.012465764,2.42E-06
12923,203476_at,1.22E-06,-5.010282826,2.44E-06
21415,212109_at,1.23E-06,-5.008906405,2.45E-06
32947,223671_x_at,1.26E-06,-5.002426327,2.52E-06
53013,243764_at,1.27E-06,-5.001093528,2.54E-06
3227,1556779_s_at,1.29E-06,-4.996921725,2.58E-06
48332,239083_at,1.32E-06,-4.991340449,2.64E-06
45443,236194_at,1.33E-06,-4.990329263,2.65E-06
39552,230298_at,1.33E-06,-4.988743917,2.67E-06
12154,202706_s_at,1.34E-06,-4.987249234,2.68E-06
38668,229414_at,1.35E-06,-4.985627647,2.70E-06
37416,228162_at,1.35E-06,-4.985192168,2.71E-06
71,1552343_s_at,1.38E-06,-4.981255083,2.75E-06
4570,1559054_a_at,1.39E-06,-4.979058528,2.78E-06
17235,207794_at,1.40E-06,-4.977568745,2.79E-06
8358,1566607_at,1.45E-06,-4.96853992,2.90E-06
33713,224452_s_at,1.46E-06,-4.966354819,2.92E-06
28874,219590_x_at,1.47E-06,-4.965809515,2.93E-06
19688,210288_at,1.50E-06,-4.960779228,2.99E-06
22834,213533_at,1.51E-06,-4.959169498,3.01E-06
54556,64064_at,1.56E-06,-4.951313018,3.11E-06
33236,223961_s_at,1.65E-06,-4.936814665,3.30E-06
38539,229285_at,1.66E-06,-4.935608638,3.32E-06
52740,243491_at,1.68E-06,-4.932726094,3.36E-06
19718,210319_x_at,1.72E-06,-4.927280249,3.43E-06
32172,222893_s_at,1.76E-06,-4.921531926,3.51E-06
47249,238000_at,1.80E-06,-4.915634671,3.60E-06
54128,244878_at,1.84E-06,-4.910527943,3.68E-06
22569,213268_at,1.91E-06,-4.901231786,3.82E-06
33468,224196_x_at,1.92E-06,-4.899452709,3.85E-06
32628,223351_at,1.94E-06,-4.89669047,3.89E-06
36568,227313_at,2.01E-06,-4.887998036,4.03E-06
43275,234025_at,2.06E-06,-4.882256033,4.12E-06
47902,238653_at,2.15E-06,-4.872023954,4.30E-06
29061,219777_at,2.17E-06,-4.869343252,4.35E-06
52978,243729_at,2.18E-06,-4.868964499,4.35E-06
53700,244450_at,2.19E-06,-4.867618496,4.38E-06
51103,241854_at,2.30E-06,-4.855070306,4.61E-06
45166,235917_at,2.32E-06,-4.853660489,4.63E-06
29675,220391_at,2.32E-06,-4.853348302,4.64E-06
5484,1560680_at,2.38E-06,-4.847368949,4.75E-06
32072,222793_at,2.46E-06,-4.838975399,4.92E-06
3190,1556728_at,2.47E-06,-4.838262124,4.93E-06
29638,220354_at,2.51E-06,-4.833940045,5.02E-06
30364,221081_s_at,2.51E-06,-4.833938995,5.02E-06
27712,218427_at,2.54E-06,-4.831409548,5.07E-06
14023,204576_s_at,2.59E-06,-4.826137251,5.18E-06
21421,212115_at,2.59E-06,-4.82602587,5.18E-06
2889,1556261_a_at,2.60E-06,-4.825591975,5.19E-06
24459,215165_x_at,2.60E-06,-4.82523229,5.20E-06
41030,231776_at,2.63E-06,-4.821906649,5.27E-06
19349,209943_at,2.65E-06,-4.82022335,5.30E-06
25036,215743_at,2.77E-06,-4.809720589,5.53E-06
4653,1559205_s_at,2.78E-06,-4.808158208,5.57E-06
49209,239960_x_at,2.84E-06,-4.803660168,5.67E-06
52875,243626_at,2.94E-06,-4.794983701,5.87E-06
25830,216540_at,2.97E-06,-4.792476389,5.93E-06
31406,222126_at,3.07E-06,-4.783940866,6.14E-06
34101,224843_at,3.13E-06,-4.779457126,6.25E-06
11769,202321_at,3.24E-06,-4.770375351,6.49E-06
15634,206188_at,3.25E-06,-4.770030337,6.49E-06
1339,1554116_s_at,3.26E-06,-4.769179166,6.52E-06
36250,226995_at,3.30E-06,-4.765690074,6.61E-06
28689,219405_at,3.35E-06,-4.762366675,6.70E-06
34644,225387_at,3.36E-06,-4.761492967,6.72E-06
35026,225769_at,3.47E-06,-4.753211797,6.95E-06
15919,206473_at,3.48E-06,-4.752440934,6.97E-06
25342,216050_at,3.51E-06,-4.750447209,7.03E-06
32714,223437_at,3.55E-06,-4.747500231,7.11E-06
27930,218646_at,3.59E-06,-4.744776479,7.19E-06
43415,234165_at,3.70E-06,-4.737636218,7.40E-06
45746,236497_at,3.75E-06,-4.733820128,7.51E-06
41163,231909_x_at,3.76E-06,-4.733157432,7.53E-06
7531,1564236_at,3.84E-06,-4.728022152,7.69E-06
32758,223481_s_at,3.92E-06,-4.723163293,7.84E-06
19381,209975_at,3.94E-06,-4.721891973,7.88E-06
41268,232014_at,3.96E-06,-4.720702971,7.91E-06
22036,212731_at,3.96E-06,-4.720241473,7.93E-06
21210,211902_x_at,4.02E-06,-4.716603259,8.04E-06
41999,232746_at,4.19E-06,-4.706267141,8.38E-06
14991,205544_s_at,4.20E-06,-4.70599278,8.39E-06
52851,243602_at,4.26E-06,-4.702326713,8.52E-06
30253,220969_s_at,4.29E-06,-4.700207629,8.59E-06
43044,233794_at,4.50E-06,-4.688228273,9.01E-06
29084,219800_s_at,4.58E-06,-4.683821118,9.17E-06
23292,213993_at,4.60E-06,-4.682940018,9.20E-06
31845,222566_at,4.77E-06,-4.673733009,9.54E-06
27773,218488_at,4.89E-06,-4.667640975,9.78E-06
24600,215306_at,4.89E-06,-4.667429673,9.78E-06
15222,205775_at,4.97E-06,-4.663487024,9.94E-06
44472,235223_at,4.98E-06,-4.662968581,9.96E-06
52202,242953_at,5.04E-06,-4.660139929,1.01E-05
13474,204027_s_at,5.18E-06,-4.653237978,1.04E-05
9317,1569597_at,5.33E-06,-4.645902512,1.07E-05
19080,209671_x_at,5.40E-06,-4.642349935,1.08E-05
32767,223490_s_at,5.41E-06,-4.642000711,1.08E-05
44569,235320_at,5.72E-06,-4.628150533,1.14E-05
8359,1566608_at,5.75E-06,-4.626606648,1.15E-05
15246,205799_s_at,5.89E-06,-4.620372285,1.18E-05
21523,212217_at,5.96E-06,-4.617711201,1.19E-05
12874,203427_at,5.96E-06,-4.617608032,1.19E-05
45469,236220_at,6.09E-06,-4.611965375,1.22E-05
48698,239449_at,6.10E-06,-4.611507268,1.22E-05
14724,205277_at,6.10E-06,-4.611491778,1.22E-05
32859,223583_at,6.11E-06,-4.611357763,1.22E-05
30362,221079_s_at,6.16E-06,-4.609238849,1.23E-05
18849,209436_at,6.17E-06,-4.608599501,1.23E-05
46107,236858_s_at,6.27E-06,-4.604835114,1.25E-05
40181,230927_at,6.31E-06,-4.603003349,1.26E-05
52010,242761_s_at,6.37E-06,-4.600800061,1.27E-05
22257,212954_at,6.37E-06,-4.600540957,1.27E-05
22985,213685_at,6.42E-06,-4.598850827,1.28E-05
15207,205760_s_at,6.50E-06,-4.595421326,1.30E-05
22926,213626_at,6.53E-06,-4.594413779,1.31E-05
3408,1557055_s_at,6.56E-06,-4.59301326,1.31E-05
37590,228336_at,6.61E-06,-4.591125739,1.32E-05
37353,228099_at,6.69E-06,-4.58834882,1.34E-05
15377,205930_at,6.69E-06,-4.588169178,1.34E-05
26737,217452_s_at,6.89E-06,-4.580554323,1.38E-05
28291,219007_at,6.91E-06,-4.579819423,1.38E-05
14748,205301_s_at,7.02E-06,-4.575980797,1.40E-05
4650,1559201_a_at,7.05E-06,-4.574927437,1.41E-05
34288,225031_at,7.05E-06,-4.574775271,1.41E-05
49151,239902_at,7.06E-06,-4.574426513,1.41E-05
9320,1569601_at,7.15E-06,-4.57110145,1.43E-05
34137,224879_at,7.25E-06,-4.567704996,1.45E-05
440,1552875_a_at,7.28E-06,-4.566580068,1.46E-05
6257,1561853_a_at,7.31E-06,-4.565559578,1.46E-05
12998,203551_s_at,7.35E-06,-4.564384298,1.47E-05
14837,205390_s_at,7.42E-06,-4.561975996,1.48E-05
39489,230235_at,7.48E-06,-4.559618861,1.50E-05
52409,243160_at,7.49E-06,-4.559475824,1.50E-05
38031,228777_at,7.57E-06,-4.556806842,1.51E-05
25259,215967_s_at,7.71E-06,-4.551933043,1.54E-05
28730,219446_at,7.83E-06,-4.54811849,1.57E-05
2616,1555845_at,7.84E-06,-4.547881788,1.57E-05
34512,225255_at,7.99E-06,-4.542920432,1.60E-05
45303,236054_at,8.07E-06,-4.540408595,1.61E-05
50073,240824_at,8.08E-06,-4.539971624,1.62E-05
23161,213861_s_at,8.12E-06,-4.538766501,1.62E-05
14914,205467_at,8.14E-06,-4.538095736,1.63E-05
52574,243325_at,8.48E-06,-4.5276287,1.70E-05
3565,1557315_a_at,8.54E-06,-4.525927702,1.71E-05
44400,235151_at,8.55E-06,-4.525508,1.71E-05
3531,1557260_a_at,8.66E-06,-4.522445403,1.73E-05
32086,222807_at,8.67E-06,-4.522069211,1.73E-05
47404,238155_at,8.76E-06,-4.519238328,1.75E-05
33038,223762_at,8.77E-06,-4.519155777,1.75E-05
49073,239824_s_at,8.95E-06,-4.513754256,1.79E-05
37167,227913_at,8.99E-06,-4.512744066,1.80E-05
31926,222647_at,9.00E-06,-4.512430867,1.80E-05
52123,242874_at,9.30E-06,-4.503972533,1.86E-05
41052,231798_at,9.37E-06,-4.501975851,1.87E-05
54017,244767_at,9.38E-06,-4.501713038,1.88E-05
44449,235200_at,9.57E-06,-4.49667198,1.91E-05
47906,238657_at,9.67E-06,-4.493989687,1.93E-05
38823,229569_at,9.69E-06,-4.493365296,1.94E-05
19477,210073_at,9.72E-06,-4.492663569,1.94E-05
39448,230194_at,9.74E-06,-4.492219301,1.95E-05
49514,240265_at,9.84E-06,-4.489571749,1.97E-05
40442,231188_at,1.04E-05,-4.4760374,2.07E-05
5645,1560928_at,1.10E-05,-4.461777439,2.19E-05
819,1553395_a_at,1.10E-05,-4.461050414,2.20E-05
32680,223403_s_at,1.10E-05,-4.460632238,2.20E-05
40340,231086_at,1.13E-05,-4.452967777,2.27E-05
466,1552912_a_at,1.16E-05,-4.446640522,2.32E-05
28823,219539_at,1.18E-05,-4.442949626,2.36E-05
38347,229093_at,1.22E-05,-4.433182293,2.45E-05
37444,228190_at,1.23E-05,-4.432446439,2.45E-05
1503,1554345_a_at,1.23E-05,-4.430907971,2.47E-05
19411,210006_at,1.25E-05,-4.428155522,2.49E-05
4539,1559007_s_at,1.26E-05,-4.426479723,2.51E-05
27437,218152_at,1.27E-05,-4.422995907,2.54E-05
24290,214995_s_at,1.29E-05,-4.420101996,2.57E-05
30276,220992_s_at,1.31E-05,-4.415340727,2.62E-05
8997,1569039_s_at,1.32E-05,-4.413397635,2.64E-05
47741,238492_at,1.33E-05,-4.411960579,2.66E-05
14935,205488_at,1.36E-05,-4.405035497,2.73E-05
4976,1559746_a_at,1.37E-05,-4.404613313,2.73E-05
56,1552320_a_at,1.37E-05,-4.404191137,2.74E-05
34609,225352_at,1.39E-05,-4.399962672,2.78E-05
3343,1556952_at,1.39E-05,-4.399880172,2.78E-05
28703,219419_at,1.40E-05,-4.397770936,2.80E-05
14419,204972_at,1.42E-05,-4.394566463,2.84E-05
39317,230063_at,1.44E-05,-4.391636527,2.87E-05
31342,222062_at,1.44E-05,-4.390727218,2.88E-05
21909,212604_at,1.49E-05,-4.381426532,2.99E-05
49551,240302_at,1.50E-05,-4.379488665,3.01E-05
14854,205407_at,1.51E-05,-4.378928489,3.01E-05
47880,238631_at,1.54E-05,-4.372437868,3.09E-05
19255,209849_s_at,1.59E-05,-4.365206938,3.18E-05
32900,223624_at,1.60E-05,-4.363354864,3.20E-05
34159,224901_at,1.60E-05,-4.362929737,3.20E-05
51142,241893_at,1.62E-05,-4.35929336,3.25E-05
30847,221564_at,1.63E-05,-4.357911898,3.27E-05
52916,243667_at,1.64E-05,-4.35752102,3.27E-05
53646,244396_at,1.64E-05,-4.357310033,3.27E-05
47839,238590_x_at,1.66E-05,-4.354345657,3.31E-05
34627,225370_at,1.66E-05,-4.354310211,3.31E-05
18979,209569_x_at,1.66E-05,-4.352850358,3.33E-05
28751,219467_at,1.67E-05,-4.352332693,3.34E-05
48980,239731_at,1.68E-05,-4.350872074,3.36E-05
46082,236833_at,1.69E-05,-4.348873476,3.38E-05
18779,209366_x_at,1.70E-05,-4.347829429,3.39E-05
47842,238593_at,1.74E-05,-4.341259985,3.48E-05
17282,207843_x_at,1.74E-05,-4.340925408,3.48E-05
44345,235096_at,1.74E-05,-4.340805448,3.49E-05
36872,227618_at,1.75E-05,-4.340218363,3.49E-05
22801,213500_at,1.77E-05,-4.336088481,3.55E-05
5695,1561004_at,1.78E-05,-4.335225331,3.56E-05
23148,213848_at,1.80E-05,-4.332185447,3.60E-05
1561,1554430_at,1.81E-05,-4.331050084,3.62E-05
24128,214833_at,1.81E-05,-4.330753416,3.62E-05
38228,228974_at,1.88E-05,-4.321123252,3.76E-05
38480,229226_at,1.88E-05,-4.320777064,3.76E-05
4358,1558700_s_at,1.90E-05,-4.318543966,3.79E-05
35805,226549_at,1.93E-05,-4.313613341,3.87E-05
23076,213776_at,1.94E-05,-4.312423973,3.88E-05
45650,236401_at,2.01E-05,-4.303391759,4.02E-05
25925,216635_at,2.03E-05,-4.300149971,4.07E-05
37608,228354_at,2.04E-05,-4.298880342,4.09E-05
39083,229829_at,2.07E-05,-4.295403584,4.14E-05
24157,214862_x_at,2.10E-05,-4.292283187,4.19E-05
54559,64418_at,2.12E-05,-4.289388974,4.24E-05
28404,219120_at,2.12E-05,-4.28909925,4.24E-05
24680,215386_at,2.14E-05,-4.286371779,4.29E-05
47982,238733_at,2.16E-05,-4.284433895,4.32E-05
46668,237419_at,2.17E-05,-4.282576379,4.35E-05
24351,215057_at,2.18E-05,-4.282082271,4.36E-05
33987,224728_at,2.19E-05,-4.281126808,4.37E-05
46438,237189_at,2.19E-05,-4.280445496,4.38E-05
18682,209268_at,2.22E-05,-4.277282876,4.44E-05
28955,219671_at,2.29E-05,-4.268985536,4.58E-05
45315,236066_at,2.30E-05,-4.267993134,4.59E-05
42760,233509_at,2.30E-05,-4.267194801,4.61E-05
48051,238802_at,2.32E-05,-4.26562352,4.64E-05
32506,223229_at,2.37E-05,-4.259473581,4.74E-05
35372,226116_at,2.41E-05,-4.255460233,4.82E-05
35804,226548_at,2.44E-05,-4.252068926,4.88E-05
15616,206170_at,2.46E-05,-4.249907984,4.92E-05
51806,242557_at,2.47E-05,-4.248565329,4.94E-05
39591,230337_at,2.47E-05,-4.248349221,4.95E-05
43651,234402_at,2.49E-05,-4.246258112,4.99E-05
46422,237173_at,2.49E-05,-4.246245754,4.99E-05
26153,216863_s_at,2.52E-05,-4.243339898,5.04E-05
18980,209570_s_at,2.56E-05,-4.239566464,5.11E-05
23381,214082_at,2.59E-05,-4.236060152,5.18E-05
39938,230684_at,2.60E-05,-4.234839063,5.20E-05
39633,230379_x_at,2.66E-05,-4.229129885,5.32E-05
8403,1566709_at,2.66E-05,-4.228964766,5.32E-05
4548,1559025_at,2.69E-05,-4.22578061,5.38E-05
22076,212771_at,2.72E-05,-4.223248326,5.44E-05
34007,224748_at,2.76E-05,-4.219213269,5.52E-05
38235,228981_at,2.76E-05,-4.218714498,5.53E-05
52061,242812_at,2.77E-05,-4.218379052,5.54E-05
32065,222786_at,2.82E-05,-4.21372189,5.63E-05
27652,218367_x_at,2.83E-05,-4.212570985,5.66E-05
37338,228084_at,2.85E-05,-4.21013815,5.71E-05
29861,220577_at,2.89E-05,-4.206448732,5.79E-05
15041,205594_at,2.90E-05,-4.206215375,5.79E-05
38174,228920_at,2.91E-05,-4.205152797,5.82E-05
50990,241741_at,2.91E-05,-4.204562352,5.83E-05
3282,1556859_a_at,2.95E-05,-4.20168544,5.89E-05
49588,240339_at,2.95E-05,-4.201432742,5.90E-05
44228,234979_at,2.95E-05,-4.201216047,5.90E-05
38569,229315_at,2.96E-05,-4.200459591,5.92E-05
38577,229323_at,2.98E-05,-4.198342626,5.97E-05
47797,238548_at,2.99E-05,-4.197368622,5.99E-05
28067,218783_at,3.01E-05,-4.195883608,6.02E-05
37335,228081_at,3.02E-05,-4.194928891,6.04E-05
53057,243808_at,3.03E-05,-4.194234616,6.06E-05
24876,215583_at,3.07E-05,-4.19106064,6.13E-05
34841,225584_at,3.12E-05,-4.185991567,6.25E-05
49431,240182_at,3.13E-05,-4.18534766,6.26E-05
29319,220035_at,3.18E-05,-4.18136503,6.36E-05
15627,206181_at,3.21E-05,-4.178662197,6.42E-05
31388,222108_at,3.21E-05,-4.17834063,6.43E-05
34385,225128_at,3.23E-05,-4.176773064,6.47E-05
34927,225670_at,3.24E-05,-4.176448643,6.47E-05
28089,218805_at,3.25E-05,-4.175026775,6.51E-05
28637,219353_at,3.27E-05,-4.173457744,6.55E-05
41261,232007_at,3.29E-05,-4.172373485,6.57E-05
13450,204003_s_at,3.29E-05,-4.172094188,6.58E-05
4916,1559648_at,3.30E-05,-4.171228505,6.60E-05
54357,40472_at,3.36E-05,-4.166242417,6.72E-05
32673,223396_at,3.40E-05,-4.163095605,6.80E-05
44301,235052_at,3.40E-05,-4.162893095,6.81E-05
13776,204329_s_at,3.45E-05,-4.15890076,6.91E-05
21168,211856_x_at,3.47E-05,-4.15805797,6.93E-05
27817,218532_s_at,3.47E-05,-4.157969198,6.93E-05
46583,237334_at,3.47E-05,-4.157962882,6.93E-05
50148,240899_at,3.50E-05,-4.155730381,6.99E-05
51523,242274_x_at,3.50E-05,-4.155261256,7.00E-05
41311,232057_at,3.55E-05,-4.151539175,7.10E-05
47304,238055_at,3.56E-05,-4.151102197,7.11E-05
40691,231437_at,3.56E-05,-4.150916008,7.12E-05
9520,1569917_at,3.57E-05,-4.149866601,7.14E-05
53248,243999_at,3.58E-05,-4.149273269,7.16E-05
11436,201988_s_at,3.63E-05,-4.145675268,7.26E-05
45123,235874_at,3.65E-05,-4.143872021,7.31E-05
44320,235071_at,3.65E-05,-4.143849087,7.31E-05
2457,1555626_a_at,3.65E-05,-4.143832173,7.31E-05
52076,242827_x_at,3.68E-05,-4.141624312,7.37E-05
38939,229685_at,3.68E-05,-4.141510986,7.37E-05
47253,238004_at,3.69E-05,-4.141228978,7.38E-05
37063,227809_at,3.69E-05,-4.14106445,7.38E-05
8315,1566512_at,3.71E-05,-4.139838938,7.42E-05
9244,1569478_s_at,3.72E-05,-4.13867719,7.45E-05
13970,204523_at,3.73E-05,-4.13836356,7.46E-05
32079,222800_at,3.74E-05,-4.137832765,7.47E-05
18590,209176_at,3.76E-05,-4.135751429,7.53E-05
38970,229716_at,3.77E-05,-4.135559588,7.53E-05
16858,207416_s_at,3.78E-05,-4.134783793,7.56E-05
8894,1568853_at,3.78E-05,-4.134351189,7.57E-05
42605,233354_at,3.82E-05,-4.131592668,7.64E-05
40075,230821_at,3.84E-05,-4.130088167,7.69E-05
37425,228171_s_at,3.86E-05,-4.129153782,7.71E-05
52666,243417_at,3.90E-05,-4.126412259,7.79E-05
14286,204839_at,3.91E-05,-4.125521497,7.82E-05
2208,1555288_s_at,3.93E-05,-4.124232187,7.86E-05
48186,238937_at,3.94E-05,-4.123619719,7.87E-05
15484,206037_at,3.96E-05,-4.121959083,7.92E-05
48612,239363_at,3.96E-05,-4.121710393,7.93E-05
19382,209976_s_at,3.97E-05,-4.121483525,7.94E-05
12605,203157_s_at,4.02E-05,-4.118066836,8.04E-05
19071,209662_at,4.04E-05,-4.116563406,8.08E-05
51280,242031_at,4.06E-05,-4.115483755,8.11E-05
38587,229333_at,4.07E-05,-4.114358771,8.15E-05
44850,235601_at,4.08E-05,-4.11410998,8.15E-05
6549,1562364_at,4.11E-05,-4.11223307,8.21E-05
28888,219604_s_at,4.12E-05,-4.111614533,8.23E-05
29674,220390_at,4.12E-05,-4.111119154,8.25E-05
37707,228453_at,4.15E-05,-4.109445941,8.30E-05
45115,235866_at,4.16E-05,-4.108749836,8.32E-05
36487,227232_at,4.17E-05,-4.108146631,8.34E-05
22215,212911_at,4.19E-05,-4.106615826,8.38E-05
32117,222838_at,4.20E-05,-4.106278214,8.39E-05
19190,209782_s_at,4.24E-05,-4.103490757,8.48E-05
44762,235513_at,4.27E-05,-4.101260779,8.55E-05
48256,239007_at,4.28E-05,-4.101070655,8.56E-05
47086,237837_at,4.34E-05,-4.097026706,8.68E-05
48922,239673_at,4.36E-05,-4.09576864,8.72E-05
28367,219083_at,4.37E-05,-4.095567025,8.73E-05
39128,229874_x_at,4.39E-05,-4.09405757,8.78E-05
38964,229710_at,4.39E-05,-4.093741266,8.79E-05
19219,209813_x_at,4.40E-05,-4.093525919,8.80E-05
36798,227544_at,4.42E-05,-4.092214726,8.84E-05
52108,242859_at,4.43E-05,-4.091853893,8.85E-05
11607,202159_at,4.45E-05,-4.090067461,8.91E-05
38035,228781_at,4.46E-05,-4.089521282,8.93E-05
7488,1564139_at,4.47E-05,-4.08886471,8.95E-05
12984,203537_at,4.47E-05,-4.08884086,8.95E-05
17175,207734_at,4.48E-05,-4.088372156,8.96E-05
40369,231115_at,4.50E-05,-4.087505317,8.99E-05
31585,222306_at,4.50E-05,-4.087270663,9.00E-05
29702,220418_at,4.54E-05,-4.085179068,9.07E-05
22820,213519_s_at,4.61E-05,-4.0809712,9.21E-05
48657,239408_at,4.64E-05,-4.079034375,9.28E-05
34990,225733_at,4.71E-05,-4.074870429,9.42E-05
17063,207622_s_at,4.73E-05,-4.073914537,9.45E-05
47371,238122_at,4.79E-05,-4.070128345,9.59E-05
36574,227319_at,4.81E-05,-4.069428957,9.61E-05
21522,212216_at,4.87E-05,-4.065709697,9.74E-05
6189,1561687_a_at,4.91E-05,-4.063610786,9.82E-05
47773,238524_at,4.92E-05,-4.063122247,9.83E-05
22704,213403_at,4.98E-05,-4.059909561,9.95E-05
37069,227815_at,4.99E-05,-4.059172454,9.98E-05
29103,219819_s_at,5.02E-05,-4.057239892,0.000100484
3494,1557195_at,5.03E-05,-4.056997386,0.000100573
14279,204832_s_at,5.03E-05,-4.056954496,0.000100589
9,1431_at,5.05E-05,-4.055712709,0.000101046
3329,1556932_at,5.06E-05,-4.055217268,0.00010123
44985,235736_at,5.09E-05,-4.053682767,0.000101799
49421,240172_at,5.11E-05,-4.052861076,0.000102105
14554,205107_s_at,5.12E-05,-4.052272662,0.000102325
