,ID_REF,m2h 1-pvalue,m2h stat,m2h2-pvalue
26548,217263_x_at,0.93399136,1.518992104,0.132017281
26600,217315_s_at,0.933998352,1.519047709,0.132003296
12805,203358_s_at,0.934004982,1.51910044,0.131990036
53968,244718_at,0.934016342,1.519190793,0.131967317
43570,234320_at,0.934025759,1.51926571,0.131948481
24506,215212_at,0.934057056,1.519514733,0.131885888
6381,1562057_at,0.934062488,1.51955796,0.131875024
42246,232993_at,0.934091595,1.519789663,0.131816809
6621,1562478_at,0.934092802,1.519799266,0.131814397
19479,210075_at,0.934117027,1.519992167,0.131765947
16750,207306_at,0.934120586,1.520020513,0.131758828
46772,237523_at,0.934134641,1.52013246,0.131730718
1540,1554400_at,0.934138787,1.52016549,0.131722425
3041,1556487_a_at,0.934142538,1.520195373,0.131714923
53411,244161_at,0.934150158,1.520256076,0.131699684
30153,220869_at,0.934155124,1.520295644,0.131689751
45190,235941_s_at,0.934173079,1.520438713,0.131653843
45134,235885_at,0.934173497,1.520442044,0.131653007
49673,240424_s_at,0.934188395,1.520560785,0.13162321
17668,208244_at,0.9341903,1.520575967,0.131619401
17912,208494_at,0.9341935,1.520601478,0.131613
28240,218956_s_at,0.934194623,1.520610426,0.131610755
6008,1561439_at,0.93422518,1.520854059,0.131549639
37520,228266_s_at,0.934226142,1.520861728,0.131547716
43825,234576_at,0.934235049,1.520932763,0.131529901
24721,215427_s_at,0.934243482,1.521000014,0.131513037
37620,228366_at,0.934254973,1.521091677,0.131490054
16233,206787_at,0.934259307,1.521126251,0.131481386
22304,213001_at,0.934261344,1.521142497,0.131477313
23603,214304_x_at,0.934267533,1.521191876,0.131464934
22006,212701_at,0.934271162,1.521220834,0.131457675
15951,206505_at,0.934304759,1.521488944,0.131390482
43923,234674_at,0.934339915,1.521769618,0.131320169
54530,59375_at,0.93435484,1.521888804,0.131290321
30416,221133_s_at,0.934355757,1.521896132,0.131288486
26437,217150_s_at,0.934361645,1.521943156,0.13127671
12546,203097_s_at,0.934370611,1.522014776,0.131258778
47730,238481_at,0.93438287,1.522112709,0.131234261
44144,234895_at,0.934386068,1.522138258,0.131227865
41096,231842_at,0.934399192,1.522243125,0.131201616
30162,220878_at,0.934412666,1.522350802,0.131174669
11878,202430_s_at,0.934420253,1.522411448,0.131159493
1581,1554459_s_at,0.934454589,1.52268595,0.131090822
306,1552687_a_at,0.934457725,1.522711025,0.13108455
50392,241143_at,0.934468987,1.52280109,0.131062026
51628,242379_at,0.934478638,1.522878276,0.131042725
44519,235270_at,0.934483468,1.522916914,0.131033064
13491,204044_at,0.934485331,1.522931812,0.131029339
52365,243116_at,0.934550657,1.523454577,0.130898686
16212,206766_at,0.934582103,1.523706369,0.130835793
52783,243534_at,0.934597263,1.523827789,0.130805473
7683,1564603_at,0.934602509,1.523869813,0.130794981
53235,243986_at,0.934624786,1.524048282,0.130750428
22892,213592_at,0.934632128,1.524107111,0.130735745
47735,238486_at,0.934639477,1.524166008,0.130721046
37523,228269_x_at,0.934640722,1.524175986,0.130718556
21545,212239_at,0.934649138,1.524243439,0.130701723
44763,235514_at,0.934655044,1.524290772,0.130689913
25932,216642_at,0.93465584,1.524297151,0.130688321
41562,232308_at,0.934656611,1.524303334,0.130686778
30402,221119_at,0.934666082,1.524379255,0.130667836
1150,1553846_at,0.934674674,1.524448136,0.130650652
10686,201238_s_at,0.93468685,1.524545768,0.1306263
40722,231468_at,0.934702751,1.524673281,0.130594499
37932,228678_at,0.934713031,1.524755734,0.130573939
53196,243947_s_at,0.934722114,1.524828597,0.130555772
24970,215677_s_at,0.934738692,1.524961599,0.130522616
31029,221749_at,0.934756725,1.525106304,0.130486551
1971,1554971_at,0.934791653,1.525386677,0.130416694
50390,241141_at,0.934792533,1.52539374,0.130414935
15418,205971_s_at,0.934798389,1.525440763,0.130403222
26473,217186_at,0.934800695,1.525459277,0.13039861
34228,224970_at,0.934816898,1.525589393,0.130366205
33731,224470_at,0.934863474,1.525963565,0.130273052
7324,1563692_at,0.934884884,1.52613563,0.130230233
21471,212165_at,0.934931702,1.52651206,0.130136595
16111,206665_s_at,0.934967731,1.526801877,0.130064539
32810,223534_s_at,0.934988384,1.526968076,0.130023231
7882,1565581_at,0.934989585,1.526977736,0.130020831
49058,239809_at,0.93499836,1.527048368,0.130003279
28317,219033_at,0.935005906,1.527109104,0.129988188
22458,213155_at,0.935044326,1.527418446,0.129911348
15055,205608_s_at,0.935101647,1.527880232,0.129796706
20174,210794_s_at,0.935118144,1.528013198,0.129763712
4974,1559739_at,0.935157384,1.528329569,0.129685233
47643,238394_at,0.93515843,1.528338011,0.129683139
39779,230525_at,0.935164807,1.528389435,0.129670387
30497,221214_s_at,0.935181469,1.52852383,0.129637063
8960,1568949_at,0.935185141,1.528553456,0.129629718
20818,211491_at,0.935211932,1.528769618,0.129576136
52328,243079_x_at,0.935215681,1.528799871,0.129568639
19573,210169_at,0.935237787,1.528978301,0.129524425
34622,225365_at,0.935250741,1.529082878,0.129498517
27305,218020_s_at,0.935293886,1.529431301,0.129412229
50252,241003_at,0.93529827,1.529466715,0.129403461
2193,1555268_a_at,0.935305237,1.529523004,0.129389526
41076,231822_at,0.935313428,1.52958918,0.129373144
16610,207164_s_at,0.935327487,1.529702787,0.129345026
26558,217273_at,0.935330542,1.529727473,0.129338916
30670,221387_at,0.935368565,1.530034825,0.129262871
30827,221544_s_at,0.935372685,1.530068142,0.129254629
7499,1564158_a_at,0.935407264,1.53034779,0.129185473
18626,209212_s_at,0.935429594,1.530528444,0.129140813
41774,232520_s_at,0.935431396,1.530543028,0.129137208
19680,210280_at,0.935436994,1.530588325,0.129126012
22462,213159_at,0.935437173,1.530589775,0.129125654
39589,230335_at,0.935442392,1.530632008,0.129115216
27050,217765_at,0.935445834,1.530659863,0.129108332
41990,232737_s_at,0.935466391,1.530826246,0.129067218
11323,201875_s_at,0.935483934,1.530968269,0.129032133
37810,228556_at,0.93550465,1.531136027,0.128990699
15670,206224_at,0.935517126,1.531237068,0.128965749
8152,1566123_at,0.935520636,1.5312655,0.128958729
49133,239884_at,0.935550915,1.531510813,0.128898171
1912,1554892_a_at,0.935561853,1.531599455,0.128876294
45758,236509_at,0.935569561,1.53166193,0.128860878
3177,1556704_s_at,0.935623342,1.532097976,0.128753315
44184,234935_at,0.935633034,1.532176585,0.128733932
31712,222433_at,0.935635248,1.532194545,0.128729504
37104,227850_x_at,0.935640058,1.532233559,0.128719885
43945,234696_at,0.935642896,1.532256584,0.128714208
17037,207596_at,0.935643799,1.532263911,0.128712402
52555,243306_s_at,0.935670153,1.532477739,0.128659695
51066,241817_at,0.935670364,1.532479451,0.128659273
11888,202440_s_at,0.935681236,1.532567693,0.128637527
50439,241190_at,0.935681639,1.532570963,0.128636721
637,1553147_at,0.935682297,1.532576297,0.128635407
50828,241579_at,0.935684859,1.532597092,0.128630283
48412,239163_at,0.935739073,1.533037272,0.128521855
40731,231477_at,0.93574499,1.533085332,0.128510021
19621,210220_at,0.935751947,1.53314185,0.128496105
6781,1562738_a_at,0.935769783,1.533286748,0.128460434
20460,211096_at,0.935781264,1.533380042,0.128437471
11074,201626_at,0.935787272,1.533428861,0.128425457
22826,213525_at,0.935796861,1.533506795,0.128406278
8457,1566834_at,0.935802533,1.533552896,0.128394935
17944,208526_at,0.935837254,1.533835184,0.128325492
7617,1564413_at,0.935841637,1.533870824,0.128316726
10757,201309_x_at,0.935851302,1.53394943,0.128297396
46334,237085_x_at,0.935853182,1.533964717,0.128293637
42522,233270_x_at,0.935861404,1.534031596,0.128277192
44791,235542_at,0.935898661,1.534334723,0.128202678
17621,208195_at,0.935923654,1.534538143,0.128152693
2632,1555867_at,0.935954189,1.534786759,0.128091623
45262,236013_at,0.935958398,1.534821043,0.128083203
3333,1556937_at,0.935977042,1.534972893,0.128045916
43883,234634_at,0.935987235,1.535055927,0.12802553
16563,207117_at,0.936084072,1.535845321,0.127831855
21418,212112_s_at,0.936119812,1.536136902,0.127760375
8633,1567277_at,0.936134862,1.536259719,0.127730277
47836,238587_at,0.936144869,1.536341398,0.127710263
20758,211428_at,0.936184079,1.536661543,0.127631841
23927,214629_x_at,0.936240565,1.537123003,0.12751887
49645,240396_at,0.936247583,1.537180362,0.127504834
51714,242465_at,0.936260116,1.537282803,0.127479768
18162,208747_s_at,0.936296729,1.537582159,0.127406542
14115,204668_at,0.93631426,1.537725546,0.12737148
26518,217231_s_at,0.936329739,1.537852172,0.127340523
36792,227538_at,0.936376065,1.5382313,0.127247869
43540,234290_x_at,0.936381377,1.538274779,0.127237247
40857,231603_at,0.93638837,1.538332036,0.12722326
17291,207852_at,0.936434589,1.53871056,0.127130821
9820,1570391_at,0.936493587,1.539194052,0.127012826
48025,238776_x_at,0.936506832,1.539302647,0.126986336
52686,243437_at,0.936506882,1.539303056,0.126986236
43184,233934_at,0.936508368,1.53931524,0.126983264
25859,216569_at,0.936508784,1.539318651,0.126982432
29737,220453_at,0.936517481,1.539389968,0.126965038
50026,240777_at,0.936521047,1.539419209,0.126957907
14546,205099_s_at,0.936521486,1.539422812,0.126957028
16337,206891_at,0.936522999,1.539435225,0.126954001
14193,204746_s_at,0.93652436,1.539446386,0.126951279
12166,202718_at,0.936549005,1.539648537,0.126901989
2030,1555051_at,0.936583264,1.539929644,0.126833473
15327,205880_at,0.936585816,1.539950596,0.126828367
15715,206269_at,0.936594461,1.540021551,0.126811078
14880,205433_at,0.936637604,1.54037578,0.126724793
15280,205833_s_at,0.936663123,1.540585402,0.126673753
39601,230347_at,0.936684519,1.540761199,0.126630963
8537,1566968_at,0.936688136,1.540790929,0.126623727
27947,218663_at,0.936707799,1.540952534,0.126584402
7202,1563454_at,0.936713131,1.540996369,0.126573737
51670,242421_at,0.936742687,1.541239377,0.126514627
46928,237679_at,0.93674689,1.541273941,0.126506221
25651,216360_x_at,0.936748283,1.541285398,0.126503435
53730,244480_at,0.93675319,1.541325761,0.126493619
20897,211572_s_at,0.936758921,1.541372895,0.126482158
27251,217966_s_at,0.936770049,1.541464432,0.126459902
4035,1558066_s_at,0.936773387,1.541491894,0.126453226
6166,1561657_at,0.936773552,1.54149325,0.126452896
40617,231363_at,0.93679133,1.541639526,0.12641734
53988,244738_at,0.936802083,1.54172801,0.126395835
30417,221134_at,0.936805655,1.541757409,0.12638869
13605,204158_s_at,0.936812516,1.541813881,0.126374968
6338,1561990_at,0.936820366,1.541878493,0.126359268
25435,216143_at,0.936823556,1.541904755,0.126352888
7654,1564504_at,0.936825991,1.541924798,0.126348018
46345,237096_at,0.936831125,1.541967062,0.12633775
50687,241438_at,0.936871098,1.542296234,0.126257804
37900,228646_at,0.93687162,1.542300534,0.12625676
9727,1570243_at,0.936878859,1.542360164,0.126242282
2951,1556354_s_at,0.936888611,1.542440501,0.126222778
40918,231664_at,0.936907558,1.542596617,0.126184884
11700,202252_at,0.936911086,1.542625691,0.126177828
7227,1563487_at,0.936918008,1.542682738,0.126163984
1556,1554420_at,0.936927638,1.54276211,0.126144724
19031,209621_s_at,0.936966546,1.543082899,0.126066907
36978,227724_at,0.93698375,1.543224792,0.126032499
31594,222315_at,0.936986897,1.543250751,0.126026205
30575,221292_at,0.936989612,1.54327314,0.126020777
7901,1565613_at,0.936999953,1.543358453,0.126000094
8677,1567575_at,0.937009251,1.54343517,0.125981497
49501,240252_at,0.937019383,1.543518772,0.125961234
19020,209610_s_at,0.937020283,1.543526201,0.125959434
13007,203560_at,0.937023299,1.543551088,0.125953402
38968,229714_at,0.937026051,1.543573799,0.125947898
49733,240484_at,0.93703619,1.543657485,0.125927619
7521,1564212_at,0.937039835,1.543687568,0.12592033
52774,243525_at,0.937054181,1.543805999,0.125891637
32837,223561_at,0.937076988,1.543994313,0.125846024
24282,214987_at,0.937077424,1.543997912,0.125845152
39470,230216_at,0.93708984,1.544100454,0.12582032
20594,211237_s_at,0.937106642,1.544239244,0.125786717
43765,234516_at,0.937127495,1.544411541,0.12574501
25984,216694_at,0.937130034,1.544432525,0.125739931
672,1553194_at,0.937138277,1.544500643,0.125723446
41275,232021_at,0.937148991,1.544589195,0.125702018
17579,208152_s_at,0.937157667,1.544660912,0.125684666
7090,1563185_at,0.937178316,1.544831633,0.125643367
5400,1560520_at,0.937206191,1.545062162,0.125587618
43852,234603_at,0.93720714,1.545070012,0.12558572
16967,207526_s_at,0.937228914,1.545250141,0.125542173
22593,213292_s_at,0.937231078,1.545268048,0.125537844
32239,222960_at,0.937257919,1.545490172,0.125484163
25225,215932_at,0.937276913,1.545647404,0.125446175
44066,234817_at,0.937281366,1.545684277,0.125437267
37448,228194_s_at,0.937312621,1.545943101,0.125374758
2725,1556001_at,0.937365349,1.546379978,0.125269302
4457,1558852_at,0.937387681,1.546565097,0.125224638
40834,231580_at,0.937389421,1.546579518,0.125221159
33758,224497_x_at,0.937391857,1.546599721,0.125216285
49936,240687_at,0.9374053,1.546711183,0.1251894
7203,1563455_at,0.937431515,1.546928608,0.12513697
26238,216948_at,0.937432996,1.546940896,0.125134007
23538,214239_x_at,0.937433884,1.546948257,0.125132232
46475,237226_at,0.937452177,1.547100024,0.125095646
30849,221566_s_at,0.937466134,1.547215842,0.125067731
18574,209160_at,0.937473111,1.547273742,0.125053778
4085,1558174_at,0.937476867,1.54730492,0.125046265
44987,235738_at,0.937497553,1.547476636,0.125004893
38418,229164_s_at,0.937503629,1.54752708,0.124992742
6108,1561572_at,0.937508095,1.54756416,0.12498381
25451,216159_s_at,0.937512448,1.547600301,0.124975105
32418,223140_s_at,0.937512876,1.547603856,0.124974249
24447,215153_at,0.937514739,1.547619327,0.124970522
1538,1554397_s_at,0.937519951,1.547662612,0.124960097
374,1552782_at,0.93754117,1.54783885,0.124917659
2555,1555763_x_at,0.937542112,1.547846671,0.124915776
12995,203548_s_at,0.937547746,1.547893474,0.124904508
40994,231740_at,0.937569589,1.548074953,0.124860823
31007,221727_at,0.937588095,1.548228751,0.124823811
23123,213823_at,0.937624718,1.548533224,0.124750564
39249,229995_at,0.937626911,1.54855146,0.124746178
21016,211695_x_at,0.937645793,1.548708497,0.124708414
40497,231243_s_at,0.937654526,1.548781138,0.124690948
37040,227786_at,0.937657266,1.548803933,0.124685468
18196,208781_x_at,0.937665113,1.548869216,0.124669773
45601,236352_at,0.93767153,1.548922607,0.124656939
42776,233525_s_at,0.937684451,1.549030122,0.124631098
15126,205679_x_at,0.93768822,1.549061488,0.12462356
30454,221171_at,0.93769359,1.549106179,0.12461282
21756,212451_at,0.937708635,1.54923141,0.124582729
1659,1554558_at,0.937722543,1.549347194,0.124554914
11231,201783_s_at,0.937722878,1.549349983,0.124554244
33317,224043_s_at,0.937727041,1.549384645,0.124545918
48020,238771_at,0.937737522,1.549471918,0.124524956
25981,216691_at,0.937829829,1.550241054,0.124340342
21879,212574_x_at,0.937860363,1.550495674,0.124279273
41514,232260_at,0.937864878,1.550533327,0.124270245
42881,233630_at,0.937875208,1.5506195,0.124249583
85,1552370_at,0.937877168,1.550635847,0.124245664
13320,203873_at,0.937898585,1.550814539,0.12420283
7189,1563404_at,0.937912445,1.550930202,0.124175111
3507,1557219_at,0.937919541,1.550989429,0.124160918
40394,231140_at,0.937926999,1.551051685,0.124146002
20769,211439_at,0.937935548,1.551123053,0.124128904
42852,233601_at,0.937936519,1.551131158,0.124126962
6908,1562922_at,0.937978821,1.551484419,0.124042357
39209,229955_at,0.937979714,1.551491873,0.124040572
12520,203071_at,0.937986484,1.551548427,0.124027032
34782,225525_at,0.938008249,1.551730277,0.123983502
44328,235079_at,0.938017492,1.551807515,0.123965017
48069,238820_at,0.938019597,1.551825114,0.123960805
53384,244134_at,0.938021056,1.551837306,0.123957887
16260,206814_at,0.938075817,1.552295135,0.123848366
25686,216395_at,0.938077903,1.55231258,0.123844194
21395,212089_at,0.938093706,1.552444768,0.123812588
16869,207427_at,0.93811086,1.552588282,0.12377828
53060,243811_at,0.938125427,1.552710176,0.123749147
36406,227151_at,0.938134393,1.552785218,0.123731214
42629,233378_at,0.938147327,1.552893485,0.123705345
30284,221000_s_at,0.938151547,1.552928809,0.123696906
30936,221655_x_at,0.938152707,1.552938517,0.123694586
32655,223378_at,0.938193129,1.553277009,0.123613742
23049,213749_at,0.938201884,1.553350344,0.123596232
50906,241657_at,0.938201899,1.553350474,0.123596201
43898,234649_at,0.938216963,1.55347667,0.123566075
27949,218665_at,0.938219333,1.553496528,0.123561335
18886,209473_at,0.938221672,1.553516129,0.123556656
39650,230396_at,0.938230861,1.553593127,0.123538279
18556,209142_s_at,0.938231402,1.553597661,0.123537197
45693,236444_x_at,0.938239057,1.553661816,0.123521886
12244,202796_at,0.938249584,1.553750052,0.123500831
31201,221921_s_at,0.93826081,1.553844157,0.123478379
32035,222756_s_at,0.938267833,1.553903033,0.123464334
12468,203019_x_at,0.938268767,1.553910863,0.123462466
32407,223129_x_at,0.938276087,1.553972235,0.123447827
44085,234836_at,0.938284433,1.554042225,0.123431134
14791,205344_at,0.938292438,1.554109354,0.123415125
95,1552386_at,0.938299061,1.554164904,0.123401878
50793,241544_at,0.938312325,1.554276168,0.123375349
183,1552515_at,0.938324848,1.554381228,0.123350304
18439,209025_s_at,0.938366976,1.554734789,0.123266047
956,1553564_at,0.93836793,1.554742791,0.123264141
26700,217415_at,0.938403918,1.555044979,0.123192164
38633,229379_at,0.938414639,1.555135026,0.123170723
8943,1568922_at,0.938423748,1.55521155,0.123152504
28001,218717_s_at,0.938424632,1.555218977,0.123150736
12842,203395_s_at,0.93844462,1.555386914,0.12311076
49126,239877_at,0.938447282,1.555409288,0.123105435
43792,234543_at,0.938457509,1.555495235,0.123084982
23433,214134_at,0.938488468,1.555755486,0.123023063
40715,231461_at,0.938544367,1.556225647,0.122911266
3684,1557504_at,0.938565773,1.556405779,0.122868454
23861,214562_at,0.938583932,1.556558632,0.122832136
19293,209887_at,0.938617329,1.556839836,0.122765342
49297,240048_at,0.938640929,1.557038625,0.122718142
38645,229391_s_at,0.938656095,1.557166399,0.122687811
54602,90265_at,0.938659196,1.557192535,0.122681607
52703,243454_at,0.938659413,1.557194359,0.122681175
1812,1554766_s_at,0.938660555,1.557203985,0.12267889
23998,214702_at,0.938666559,1.557254582,0.122666882
13938,204491_at,0.938672392,1.557303735,0.122655217
47548,238299_at,0.938674623,1.557322542,0.122650754
11756,202308_at,0.938690858,1.557459387,0.122618284
42135,232882_at,0.938696174,1.557504203,0.122607652
3753,1557602_at,0.938697047,1.557511563,0.122605906
16067,206621_s_at,0.938697965,1.557519303,0.12260407
14601,205154_at,0.93870194,1.557552818,0.122596119
22080,212775_at,0.938709296,1.557614834,0.122581409
20972,211648_at,0.938744518,1.557911893,0.122510964
15344,205897_at,0.938803862,1.558412698,0.122392277
11458,202010_s_at,0.938809184,1.558457633,0.122381632
43535,234285_at,0.93883297,1.558658481,0.122334061
7572,1564317_at,0.938849964,1.558802019,0.122300073
18444,209030_s_at,0.938857885,1.558868938,0.12228423
10429,200981_x_at,0.938858931,1.558877775,0.122282138
50105,240856_at,0.938859939,1.558886294,0.122280121
17962,208544_at,0.938863207,1.558913898,0.122273586
5762,1561100_at,0.938863676,1.558917866,0.122272647
46607,237358_at,0.938870073,1.558971915,0.122259853
32743,223466_x_at,0.938877708,1.559036425,0.122244585
35761,226505_x_at,0.938886211,1.559108289,0.122227577
6185,1561682_at,0.938904949,1.559266665,0.122190102
16726,207281_x_at,0.93891157,1.559322637,0.12217686
23077,213777_s_at,0.938933844,1.559510974,0.122132311
16649,207204_at,0.93894544,1.559609038,0.122109121
262,1552627_a_at,0.938952846,1.559671686,0.122094307
21640,212335_at,0.938957134,1.559707954,0.122085732
28106,218822_s_at,0.938975044,1.559859471,0.122049913
17017,207576_x_at,0.93898601,1.559952265,0.12202798
24314,215020_at,0.938987815,1.559967539,0.12202437
48985,239736_at,0.938992692,1.560008809,0.122014617
18776,209363_s_at,0.939003729,1.560102221,0.121992543
33273,223999_at,0.939007655,1.560135455,0.12198469
28992,219708_at,0.939021854,1.560255656,0.121956292
16995,207554_x_at,0.939037177,1.560385401,0.121925645
19070,209661_at,0.939048,1.560477057,0.121903999
33366,224092_at,0.939049573,1.560490376,0.121900854
14723,205276_s_at,0.939067782,1.56064461,0.121864436
47350,238101_at,0.939080739,1.560754384,0.121838522
11840,202392_s_at,0.939087357,1.56081046,0.121825285
21039,211718_at,0.939094858,1.560874021,0.121810284
51257,242008_at,0.939131185,1.561181937,0.12173763
6402,1562086_at,0.93916654,1.561481758,0.12166692
5455,1560622_at,0.939182734,1.561619136,0.121634531
2074,1555114_at,0.939185375,1.561641538,0.12162925
42216,232963_at,0.939192481,1.561701831,0.121615038
48445,239196_at,0.939220756,1.561941794,0.121558487
17802,208381_s_at,0.93923736,1.562082744,0.12152528
9436,1569787_at,0.939241531,1.562118159,0.121516938
30448,221165_s_at,0.939253755,1.562221957,0.12149249
28611,219327_s_at,0.939262997,1.562300442,0.121474006
9346,1569647_at,0.939283994,1.562478794,0.121432012
5239,1560227_at,0.93928727,1.562506622,0.12142546
20559,211198_s_at,0.939287288,1.562506777,0.121425424
44888,235639_at,0.939308152,1.562684053,0.121383696
30110,220826_at,0.93932,1.562784744,0.12136
48704,239455_at,0.93932277,1.562808283,0.121354461
1774,1554715_at,0.939349142,1.563032476,0.121301716
48479,239230_at,0.939351052,1.563048716,0.121297896
30494,221211_s_at,0.939364322,1.563161557,0.121271356
1588,1554469_at,0.93936446,1.563162729,0.12127108
37176,227922_x_at,0.939381401,1.563306815,0.121237198
16709,207264_at,0.939386807,1.563352798,0.121226387
21196,211887_x_at,0.939430608,1.563725507,0.121138785
4750,1559375_s_at,0.939444542,1.563844124,0.121110915
8697,1567696_at,0.939466125,1.564027886,0.12106775
4210,1558440_at,0.939493971,1.564265054,0.121012058
7403,1563902_at,0.939498107,1.564300285,0.121003786
31534,222255_at,0.939513311,1.564429822,0.120973378
3854,1557740_a_at,0.939525789,1.564536153,0.120948422
4953,1559701_s_at,0.939530585,1.564577028,0.12093883
42362,233109_at,0.939541975,1.564674109,0.12091605
6480,1562256_at,0.939559464,1.564823204,0.120881072
26945,217660_at,0.93961797,1.565322218,0.12076406
7162,1563340_at,0.939631248,1.565435525,0.120737503
15609,206163_at,0.939647904,1.56557768,0.120704192
14532,205085_at,0.939651272,1.565606431,0.120697456
6653,1562540_at,0.93966401,1.565715171,0.120671981
24530,215236_s_at,0.939674484,1.565804609,0.120651031
21548,212242_at,0.93967789,1.565833686,0.120644221
38608,229354_at,0.939682056,1.565869267,0.120635888
51022,241773_at,0.939705371,1.566068401,0.120589258
54042,244792_at,0.939716034,1.56615949,0.120567933
34636,225379_at,0.939745201,1.566408736,0.120509597
24080,214784_x_at,0.939760171,1.566536696,0.120479657
38735,229481_at,0.939769858,1.566619508,0.120460284
43107,233857_s_at,0.93978409,1.566741199,0.12043182
6524,1562314_at,0.939801617,1.56689109,0.120396766
47969,238720_at,0.939803352,1.566905929,0.120393297
36513,227258_at,0.939815076,1.567006223,0.120369847
22189,212884_x_at,0.939851314,1.567316298,0.120297373
2936,1556333_at,0.939852136,1.567323341,0.120295727
21644,212339_at,0.939896381,1.56770214,0.120207238
12178,202730_s_at,0.93989683,1.567705985,0.12020634
51284,242035_at,0.939911578,1.567832294,0.120176845
17443,208014_x_at,0.939938881,1.568066213,0.120122237
23561,214262_at,0.939942782,1.568099635,0.120114436
48079,238830_at,0.939958126,1.568231135,0.120083748
50453,241204_at,0.939989107,1.56849673,0.120021785
53183,243934_at,0.939991538,1.56851757,0.120016924
54364,40640_at,0.939992617,1.568526822,0.120014767
48196,238947_at,0.940011882,1.568692037,0.119976237
53861,244611_at,0.940048202,1.569003635,0.119903596
29755,220471_s_at,0.940068319,1.569176286,0.119863362
16103,206657_s_at,0.940082377,1.569296967,0.119835245
452,1552892_at,0.94010634,1.569502721,0.11978732
51738,242489_at,0.940130466,1.569709941,0.119739068
2488,1555675_at,0.94013552,1.569753364,0.119728959
51271,242022_at,0.940137975,1.569774449,0.119724051
12171,202723_s_at,0.940149476,1.569873268,0.119701049
958,1553566_at,0.940153798,1.569910414,0.119692403
24178,214883_at,0.940155331,1.569923583,0.119689338
54213,34858_at,0.940169355,1.570044106,0.11966129
48951,239702_x_at,0.940183256,1.570163598,0.119633488
25606,216314_at,0.940201655,1.57032179,0.119596689
33416,224142_s_at,0.940203381,1.570336625,0.119593239
40310,231056_at,0.940209117,1.570385954,0.119581766
44751,235502_at,0.940214119,1.570428973,0.119571761
25869,216579_at,0.940220501,1.570483856,0.119558999
52995,243746_at,0.940221622,1.570493496,0.119556757
31567,222288_at,0.940231436,1.570577919,0.119537127
47150,237901_at,0.940234371,1.570603159,0.119531259
15654,206208_at,0.940296894,1.571141236,0.119406212
22823,213522_s_at,0.940296994,1.571142097,0.119406013
10244,200796_s_at,0.940317008,1.571314438,0.119365983
16313,206867_at,0.940375475,1.571818146,0.11924905
30125,220841_s_at,0.940414874,1.572157803,0.119170251
21289,211982_x_at,0.940415025,1.572159099,0.119169951
17693,208269_s_at,0.94043099,1.572296788,0.11913802
46575,237326_at,0.940450401,1.572464226,0.119099199
15580,206134_at,0.940483804,1.572752469,0.119032392
29989,220705_s_at,0.940494097,1.572841321,0.119011805
14324,204877_s_at,0.940506849,1.572951402,0.118986303
12230,202782_s_at,0.940518256,1.573049898,0.118963488
4721,1559321_at,0.940548573,1.573311739,0.118902855
48941,239692_at,0.94055197,1.57334109,0.11889606
8511,1566927_at,0.940558014,1.573393302,0.118883973
18732,209318_x_at,0.940573252,1.573524969,0.118853496
15656,206210_s_at,0.940600873,1.573763697,0.118798255
8872,1568820_a_at,0.940603894,1.573789812,0.118792213
34214,224956_at,0.940604106,1.573791648,0.118791788
48935,239686_at,0.940604128,1.573791835,0.118791745
15191,205744_at,0.940622094,1.573947177,0.118755811
17010,207569_at,0.940629479,1.574011036,0.118741042
38896,229642_at,0.940634055,1.574050609,0.11873189
38307,229053_at,0.94065685,1.574247782,0.1186863
31954,222675_s_at,0.940684618,1.574488055,0.118630764
137,1552452_at,0.940685183,1.574492944,0.118629634
45061,235812_at,0.940695704,1.574584,0.118608593
40467,231213_at,0.940720527,1.5747989,0.118558946
16573,207127_s_at,0.940723462,1.574824308,0.118553077
45625,236376_at,0.940723954,1.574828574,0.118552092
54645,AFFX-PheX-3_at,0.940782762,1.575337993,0.118434475
6740,1562678_at,0.940784829,1.575355901,0.118430342
1015,1553645_at,0.940797137,1.575462574,0.118405726
23313,214014_at,0.940799922,1.575486711,0.118400156
33456,224184_s_at,0.940825671,1.575709935,0.118348659
805,1553375_at,0.940828386,1.57573348,0.118343228
38165,228911_at,0.940838077,1.575817521,0.118323845
25360,216068_at,0.940840325,1.575837017,0.118319349
3873,1557767_at,0.94085424,1.575957702,0.11829152
4883,1559595_at,0.940868164,1.576078492,0.118263672
50318,241069_at,0.940887301,1.576244543,0.118225398
31315,222035_s_at,0.940890062,1.576268498,0.118219877
17603,208177_at,0.940916656,1.576499332,0.118166689
20918,211593_s_at,0.94091875,1.576517515,0.1181625
3906,1557809_a_at,0.940963299,1.576904391,0.118073402
35798,226542_at,0.940975902,1.577013882,0.118048196
54378,41397_at,0.940977182,1.577025,0.118045636
7307,1563658_a_at,0.940996163,1.577189943,0.118007673
20335,210968_s_at,0.940998575,1.577210901,0.11800285
19069,209660_at,0.941007557,1.577288966,0.117984887
4310,1558621_at,0.941040269,1.577573367,0.117919462
13063,203616_at,0.941060213,1.577746827,0.117879573
47330,238081_at,0.941071031,1.577840933,0.117857937
38928,229674_at,0.941075396,1.577878904,0.117849208
16092,206646_at,0.941079173,1.577911761,0.117841655
46627,237378_at,0.941096968,1.578066605,0.117806065
9675,1570167_at,0.941106576,1.57815023,0.117786848
